date,All Employees: Management of Companies and Enterprises,state,msa,city,title,id,frequency,seasonal_adjustment
1991-10-01,98.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-11-01,99.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-12-01,100,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-01-01,99.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-02-01,100.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-03-01,101.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-04-01,101.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-05-01,101.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-06-01,101.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-07-01,102,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-08-01,102.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-09-01,101.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-10-01,103.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-11-01,103.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1992-12-01,103.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-01-01,102.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-02-01,102.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-03-01,102.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-04-01,100.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-05-01,100.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-06-01,100.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-07-01,99.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-08-01,100.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-09-01,100.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-10-01,100.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-11-01,100.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1993-12-01,100.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-01-01,100.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-02-01,101.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-03-01,102,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-04-01,102.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-05-01,102.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-06-01,102.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-07-01,102.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-08-01,102.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-09-01,102.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-10-01,102.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-11-01,103.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1994-12-01,102.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-01-01,104.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-02-01,104.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-03-01,105.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-04-01,106.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-05-01,106.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-06-01,107.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-07-01,106.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-08-01,107,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-09-01,106.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-10-01,107.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-11-01,108,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1995-12-01,107.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-01-01,109.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-02-01,109.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-03-01,110.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-04-01,109.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-05-01,110.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-06-01,110.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-07-01,111,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-08-01,111.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-09-01,111.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-10-01,111.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-11-01,111.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1996-12-01,111.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-01-01,111.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-02-01,111.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-03-01,111.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-04-01,113.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-05-01,114.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-06-01,114.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-07-01,114.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-08-01,114.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-09-01,115,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-10-01,116.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-11-01,116.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1997-12-01,116.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-01-01,120,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-02-01,120.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-03-01,120.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-04-01,120.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-05-01,122.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-06-01,122.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-07-01,124.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-08-01,125,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-09-01,125.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-10-01,125.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-11-01,125.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1998-12-01,124.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-01-01,123.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-02-01,123.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-03-01,123.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-04-01,122.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-05-01,122.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-06-01,122.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-07-01,122,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-08-01,121.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-09-01,122.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-10-01,122.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-11-01,123.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1999-12-01,123.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-01-01,124,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-02-01,123.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-03-01,123.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-04-01,124.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-05-01,124.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-06-01,124.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-07-01,125.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-08-01,125.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
2000-09-01,125.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
