date,All Employees: Retail Trade: Food and Beverage Stores,state,msa,city,title,id,frequency,seasonal_adjustment
2007-02-01,46.4910732278829,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-03-01,46.274836129007994,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-04-01,46.376083974492204,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-05-01,46.182670943012894,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-06-01,46.1871067944816,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-07-01,46.6472637877218,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-08-01,45.7352242132605,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-09-01,45.678896359446,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-10-01,46.09951076230929,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-11-01,46.399268271201706,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2007-12-01,46.2252476337135,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-01-01,45.875834307211896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-02-01,46.4813821843456,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-03-01,47.1241691955233,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-04-01,46.0798251612475,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-05-01,46.360901962307395,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-06-01,46.5417514572291,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-07-01,47.284555162185704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-08-01,47.2870012150062,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-09-01,47.300346790782,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-10-01,46.757303074502,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-11-01,46.7663017585384,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2008-12-01,46.8368910822739,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-01-01,46.599032248882295,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-02-01,46.483039076070206,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-03-01,46.674871158817396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-04-01,46.5178638930062,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-05-01,46.158143382516,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-06-01,45.911430006716095,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-07-01,45.94059369003139,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-08-01,45.83741336759461,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-09-01,46.2481129359171,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-10-01,46.089150858446104,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-11-01,45.7798574101219,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2009-12-01,45.746735587113704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-01-01,46.4730561973136,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-02-01,46.5935033271142,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-03-01,46.864361078824,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-04-01,47.4059821054037,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-05-01,47.49094791127621,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-06-01,47.458651121330206,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-07-01,47.09502475369571,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-08-01,47.3635892668351,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-09-01,47.690379047194796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-10-01,47.811457982367,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-11-01,48.4471169733592,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2010-12-01,48.109291145037005,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-01-01,48.0585853743867,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-02-01,48.015600287252795,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-03-01,48.21391690750689,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-04-01,48.024096357272796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-05-01,48.11635093113401,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-06-01,48.2762803196941,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-07-01,48.3365665787585,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-08-01,48.864081549027006,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-09-01,48.5376870101085,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-10-01,49.2670730771943,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-11-01,49.1335214655101,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2011-12-01,49.0766408576751,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-01-01,49.218423830003005,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-02-01,49.209944235092294,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-03-01,48.889462142762795,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-04-01,49.583773099339,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-05-01,49.868456814251395,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-06-01,49.8675651056976,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-07-01,49.748806299586704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-08-01,49.52744001063171,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-09-01,49.4713931570848,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-10-01,49.9438071190988,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-11-01,50.232498784319,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2012-12-01,50.2537198285704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-01-01,50.2134186053818,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-02-01,50.37379423655789,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-03-01,49.790052688329105,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-04-01,50.34293845538421,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-05-01,50.51771679621179,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-06-01,50.9407905937084,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-07-01,51.416223087594396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-08-01,51.5753383245473,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-09-01,51.8920921859332,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-10-01,51.7745093769028,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-11-01,51.964945541918,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2013-12-01,52.1098211285928,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-01-01,52.2291595624483,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-02-01,52.3339819480379,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-03-01,52.3919045357232,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-04-01,52.5896873090101,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-05-01,52.481744392604504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-06-01,52.3149510286499,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-07-01,52.586595211116396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-08-01,52.813655773413004,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-09-01,52.97837759863361,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-10-01,53.028577612921296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-11-01,53.037747702424895,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2014-12-01,53.066394279387396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-01-01,53.64883082033629,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-02-01,53.7058743093217,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-03-01,53.7667196318262,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-04-01,53.8952416780645,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-05-01,54.330963578200105,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-06-01,54.5981016817622,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-07-01,54.566264733900496,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-08-01,54.7809018571023,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-09-01,54.966867216932,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-10-01,55.582106979045896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-11-01,54.505736586105606,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2015-12-01,54.5973283984699,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-01-01,54.9494977298664,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-02-01,55.406562978607504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-03-01,55.416615445654706,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-04-01,55.6085215768438,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-05-01,55.5775627964274,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-06-01,55.7910714600119,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-07-01,55.97615640474,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
2016-08-01,55.5692530906873,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Retail Trade: Food and Beverage Stores in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191004244500001SA,Monthly,Seasonally Adjusted
