,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state,clean_title
23693,FORT018INFON,2021-12-08,2021-12-08,"All Employees: Information in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:26:05-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Information
23694,FORT018LEIH,2021-12-08,2021-12-08,"All Employees: Leisure and Hospitality in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:33:46-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/FORT018LEIHN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Leisure and Hospitality
23695,FORT018LEIHN,2021-12-08,2021-12-08,"All Employees: Leisure and Hospitality in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:26:05-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Leisure and Hospitality
23698,FORT018MFG,2021-12-08,2021-12-08,"All Employees: Manufacturing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:33:45-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/FORT018MFGN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Manufacturing
23699,FORT018MFGN,2021-12-08,2021-12-08,"All Employees: Manufacturing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:26:05-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Manufacturing
23700,FORT018NA,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:45:53-06,1.0,2.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Total Nonfarm
23701,FORT018NAN,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:26:05-06,1.0,2.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Total Nonfarm
23702,FORT018NRMN,2021-12-08,2021-12-08,"All Employees: Mining, Logging, and Construction in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:33:45-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/FORT018NRMNN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,"All Employees: Mining, Logging, and Construction"
23703,FORT018NRMNN,2021-12-08,2021-12-08,"All Employees: Mining, Logging, and Construction in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:26:05-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,"All Employees: Mining, Logging, and Construction"
23704,FORT018PBSV,2021-12-08,2021-12-08,"All Employees: Professional and Business Services in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:33:45-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/FORT018PBSVN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Professional and Business Services
23705,FORT018PBSVN,2021-12-08,2021-12-08,"All Employees: Professional and Business Services in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:26:05-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Professional and Business Services
23706,FORT018PCPI,2021-12-08,2021-12-08,"Per Capita Personal Income in Fort Wayne, IN (MSA)",1969-01-01,2020-01-01,Annual,A,Dollars,$,Not Seasonally Adjusted,NSA,2021-11-16 07:41:21-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,Per Capita Personal Income
23707,FORT018SRVO,2021-12-08,2021-12-08,"All Employees: Other Services in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:33:44-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/FORT018SRVON).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Other Services
23708,FORT018SRVON,2021-12-08,2021-12-08,"All Employees: Other Services in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:26:05-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Other Services
23709,FORT018TRAD,2021-12-08,2021-12-08,"All Employees: Trade, Transportation, and Utilities in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:33:44-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/FORT018TRADN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,"All Employees: Trade, Transportation, and Utilities"
23710,FORT018TRADN,2021-12-08,2021-12-08,"All Employees: Trade, Transportation, and Utilities in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 17:06:22-06,0.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,"All Employees: Trade, Transportation, and Utilities"
23711,FORT018UR,2021-12-08,2021-12-08,"Unemployment Rate in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2021-12-02 13:11:16-06,1.0,7.0,,"Fort Wayne, IN",Fort Wayne,IN,Unemployment Rate
23712,FORT018URN,2021-12-08,2021-12-08,"Unemployment Rate in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-02 10:21:06-06,7.0,7.0,,"Fort Wayne, IN",Fort Wayne,IN,Unemployment Rate
23713,FWAPOP,2021-12-08,2021-12-08,"Resident Population in Fort Wayne, IN (MSA)",2000-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-05-05 14:47:17-05,4.0,4.0,All observations are July 1 estimates of each year.,"Fort Wayne, IN",Fort Wayne,IN,Resident Population
23719,LAUMT182306000000003A,2021-12-08,2021-12-08,"Unemployment Rate in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2021-04-16 14:45:34-05,1.0,7.0,,"Fort Wayne, IN",Fort Wayne,IN,Unemployment Rate
23731,MEDDAYONMAR23060,2021-12-08,2021-12-08,"Housing Inventory: Median Days on Market in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:20:12-06,1.0,1.0,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Days on Market
23732,MEDDAYONMARMM23060,2021-12-08,2021-12-08,"Housing Inventory: Median Days on Market Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 19:04:56-06,0.0,0.0,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Days on Market Month-Over-Month
23733,MEDDAYONMARYY23060,2021-12-08,2021-12-08,"Housing Inventory: Median Days on Market Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:19:05-06,1.0,1.0,"The median number of days property listings spend on the market in a given geography during the specified month (calculated from list date to closing, pending, or off-market date depending on data availability).","Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Days on Market Year-Over-Year
23734,MEDLISPRI23060,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 18:17:09-06,1.0,1.0,The median listing price in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Listing Price
23735,MEDLISPRIMM23060,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:17:50-06,1.0,1.0,The median listing price in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Listing Price Month-Over-Month
23736,MEDLISPRIPERSQUFEE23060,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price per Square Feet in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 18:16:44-06,1.0,1.0,The median listing price per square foot in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Listing Price per Square Feet
23737,MEDLISPRIPERSQUFEEMM23060,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price per Square Feet Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:16:12-06,1.0,1.0,The median listing price per square foot in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Listing Price per Square Feet Month-Over-Month
23738,MEDLISPRIPERSQUFEEYY23060,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price per Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:16:01-06,1.0,1.0,The median listing price per square foot in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year
23739,MEDLISPRIYY23060,2021-12-08,2021-12-08,"Housing Inventory: Median Listing Price Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:15:32-06,1.0,1.0,The median listing price in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Listing Price Year-Over-Year
23743,MEDSQUFEE23060,2021-12-08,2021-12-08,"Housing Inventory: Median Home Size in Square Feet in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:14:56-06,1.0,1.0,The median home size in square feet for listings in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Home Size in Square Feet
23744,MEDSQUFEEMM23060,2021-12-08,2021-12-08,"Housing Inventory: Median Home Size in Square Feet Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:16:28-06,1.0,1.0,The median home size in square feet for listings in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Home Size in Square Feet Month-Over-Month
23745,MEDSQUFEEYY23060,2021-12-08,2021-12-08,"Housing Inventory: Median Home Size in Square Feet Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 19:04:01-06,0.0,0.0,The median home size in square feet for listings in a given market during the specified month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Median Home Size in Square Feet Year-Over-Year
23750,NEWLISCOU23060,2021-12-08,2021-12-08,"Housing Inventory: New Listing Count in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:13:25-06,1.0,1.0,The count of new listings added to the market in a given geography during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: New Listing Count
23751,NEWLISCOUMM23060,2021-12-08,2021-12-08,"Housing Inventory: New Listing Count Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:13:47-06,1.0,1.0,The count of new listings added to the market in a given geography during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: New Listing Count Month-Over-Month
23752,NEWLISCOUYY23060,2021-12-08,2021-12-08,"Housing Inventory: New Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:11:20-06,1.0,1.0,The count of new listings added to the market in a given geography during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: New Listing Count Year-Over-Year
23757,PENLISCOU23060,2021-12-08,2021-12-08,"Housing Inventory: Pending Listing Count in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-07 17:09:17-06,1.0,1.0,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.","Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Pending Listing Count
23758,PENLISCOUMM23060,2021-12-08,2021-12-08,"Housing Inventory: Pending Listing Count Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:12:13-06,1.0,1.0,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.","Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Pending Listing Count Month-Over-Month
23759,PENLISCOUYY23060,2021-12-08,2021-12-08,"Housing Inventory: Pending Listing Count Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:07:43-06,1.0,1.0,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.","Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Pending Listing Count Year-Over-Year
23760,PRIINCCOU23060,2021-12-08,2021-12-08,"Housing Inventory: Price Increased Count in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:09:57-06,1.0,1.0,The count of listings which have had their price increased in a given market during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Price Increased Count
23761,PRIINCCOUMM23060,2021-12-08,2021-12-08,"Housing Inventory: Price Increased Count Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:04:16-06,1.0,1.0,The count of listings which have had their price increased in a given market during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Price Increased Count Month-Over-Month
23762,PRIINCCOUYY23060,2021-12-08,2021-12-08,"Housing Inventory: Price Increased Count Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:01:55-06,1.0,1.0,The count of listings which have had their price increased in a given market during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Price Increased Count Year-Over-Year
23763,PRIREDCOU23060,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count in Fort Wayne, IN (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:10:22-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Price Reduced Count
23764,PRIREDCOUMM23060,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count Month-Over-Month in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:09:16-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Price Reduced Count Month-Over-Month
23765,PRIREDCOUYY23060,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count Year-Over-Year in Fort Wayne, IN (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:08:57-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Fort Wayne, IN",Fort Wayne,IN,Housing Inventory: Price Reduced Count Year-Over-Year
23774,SMS18230600000000026,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Fort Wayne, IN (MSA)",1990-04-01,2021-10-01,Monthly,M,"3-Month Average Change, Thousands of Persons","3-month Average Chg., Thous. of Persons",Seasonally Adjusted,SA,2021-11-19 15:45:37-06,1.0,2.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Total Nonfarm
23775,SMU18230600000000001A,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:31-05,1.0,2.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Total Nonfarm
23776,SMU18230600500000001,2021-12-08,2021-12-08,"All Employees: Total Private in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:04-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Total Private
23777,SMU18230600500000001A,2021-12-08,2021-12-08,"All Employees: Total Private in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:31-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Total Private
23778,SMU18230600500000001SA,2021-12-08,2021-12-08,"All Employees: Total Private in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:32:19-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230600500000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Total Private
23779,SMU18230600500000002,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-11-19 15:24:04-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,Average Weekly Hours of All Employees: Total Private
23780,SMU18230600500000002A,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2020-01-01,Annual,A,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:37:31-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,Average Weekly Hours of All Employees: Total Private
23781,SMU18230600500000002SA,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Seasonally Adjusted,SA,2021-11-19 16:32:19-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230600500000002).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,Average Weekly Hours of All Employees: Total Private
23782,SMU18230600500000003,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-11-19 15:24:04-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,Average Hourly Earnings of All Employees: Total Private
23783,SMU18230600500000003A,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2020-01-01,Annual,A,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-03-15 17:37:31-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,Average Hourly Earnings of All Employees: Total Private
