date,All Employees: Information: Telecommunications,state,msa,city,title,id,frequency,seasonal_adjustment
2008-09-01,42.8561826291574,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2008-10-01,42.932727430324995,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2008-11-01,42.9317427436551,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2008-12-01,42.8904803130526,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-01-01,42.96741856119429,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-02-01,42.8156976462446,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-03-01,42.640540112286,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-04-01,42.3509510331406,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-05-01,41.9970964652049,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-06-01,41.714365474398,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-07-01,41.4162438400924,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-08-01,41.1812709296382,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-09-01,40.9409562993499,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-10-01,40.8233662703703,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-11-01,40.635490502409,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2009-12-01,40.374450837782504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-01-01,40.1384634640807,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-02-01,39.86248594772079,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-03-01,39.793723176844395,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-04-01,39.689532875919106,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-05-01,39.5226515347746,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-06-01,39.500889095533104,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-07-01,39.14763211536479,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-08-01,39.250711296727296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-09-01,39.2087001982645,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-10-01,39.0196226218955,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-11-01,38.840520269867,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2010-12-01,38.757640132248895,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-01-01,38.64507830367629,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-02-01,38.513039973907496,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-03-01,38.445943699406,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-04-01,38.442685896327,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-05-01,38.446483205404704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-06-01,38.4740728343404,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-07-01,38.4690587615504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-08-01,38.404669326695206,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-09-01,38.36310259992511,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-10-01,38.531490645736206,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-11-01,38.242137506213105,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2011-12-01,38.329792786370504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-01-01,38.3772252498672,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-02-01,38.3606470570831,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-03-01,38.3047566225139,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-04-01,38.507508110222,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-05-01,38.273312726144496,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-06-01,38.3543591585896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-07-01,37.88424204155879,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-08-01,37.8263425798647,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-09-01,37.9112501343687,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-10-01,37.9574305839602,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-11-01,37.9405441302029,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2012-12-01,37.7247894304329,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-01-01,38.224144134030794,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-02-01,38.403754044870794,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-03-01,38.3603780116941,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-04-01,38.1573262188574,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-05-01,38.08471755629,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-06-01,38.033751678681604,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-07-01,38.2069849040033,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-08-01,38.3358391410589,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-09-01,37.9765315932837,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-10-01,37.7868095648312,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-11-01,37.7427405551163,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2013-12-01,37.636140066881,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-01-01,37.37534457114079,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-02-01,37.1200895804864,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-03-01,37.080151129903996,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-04-01,36.9779387818006,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-05-01,37.0956033950076,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-06-01,37.0140207393984,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-07-01,36.85535285188811,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-08-01,36.6620579715455,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-09-01,36.474252188994896,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-10-01,36.2117895526589,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-11-01,36.0553503240629,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2014-12-01,35.775356686860796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-01-01,35.1213422366081,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-02-01,35.020406095271504,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-03-01,34.9716087562178,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-04-01,34.8544293164879,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-05-01,34.8887488916045,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-06-01,34.980920268488305,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-07-01,35.1370597409563,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-08-01,35.3192952769336,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-09-01,35.4956793025644,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-10-01,35.4319358835099,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-11-01,35.6690648164421,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2015-12-01,35.7101968409536,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-01-01,36.275069442722895,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-02-01,36.6232129686531,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-03-01,36.7762203540899,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-04-01,37.2273715888258,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-05-01,37.1949982814325,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-06-01,37.2384991315329,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-07-01,37.5067258966179,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-08-01,37.67476654686129,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-09-01,37.7257226676808,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-10-01,37.8543261362194,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-11-01,37.891136311936705,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2016-12-01,37.9536590480662,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-01-01,38.017503153225604,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-02-01,38.1105148479152,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-03-01,38.4634968883205,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-04-01,38.05927445900671,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-05-01,37.9670885329465,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-06-01,37.9998004724663,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-07-01,37.9090595457507,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-08-01,37.9838529487758,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-09-01,37.9709172637715,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-10-01,38.1769859497728,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-11-01,38.1280992130394,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2017-12-01,38.111266964453705,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-01-01,38.026566831328104,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-02-01,37.9872435440508,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-03-01,37.820318027422296,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-04-01,37.583290176397796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-05-01,37.325680577705604,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-06-01,37.2807462995533,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-07-01,37.0262106950995,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-08-01,36.527614000692,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-09-01,36.606487221547106,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-10-01,36.493272384886104,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2018-11-01,36.4730470847975,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
