id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state
NIMCHI,2021-12-07,2021-12-07,"Net Interest Margin for Commercial Banks with Assets under $5B in Chicago-Naperville-Elgin, IL-IN-WI (MSA) (DISCONTINUED)",1989-01-01,2020-07-01,"Quarterly, End of Quarter",Q,Percent,%,Not Seasonally Adjusted,NSA,2020-12-10 14:42:35-06,1,1,"This series is discontinued and will no longer be updated. Additional consolidated data is available on the FDIC's Bank Data and Statistics (https://www.fdic.gov/bank/statistical/).

This series is a ratio of Net interest income call item RIAD4074 to Quarterly Average of Total Assets call item RCFD3368.

The asset class is determined by using Total Assets call item RCFD2170 less than or equal to $5B. Geographic location is determined by Abbreviated State Name call item RSSD9200 and County Code call item RSSD9150, which is mapped to the proper Core Based Statistical Area (CBSA) defined by the Office of Management and Budget (OMB).

Data are annualized.

Users are advised to use the Federal Reserve Board of Governors' data dictionary (https://www.federalreserve.gov/apps/mdrm/data-dictionary) to retrieve detailed information for specific call items.

This series is calculated by the Federal Reserve Bank of St. Louis using raw data that are collected by the FFIEC. Raw data can be found at https://cdr.ffiec.gov/public/.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PATENTCBSA116980,2021-12-07,2021-12-07,"U.S. Granted Utility Patents Originating in Chicago-Joliet-Naperville, IL-IN-WI (MSA)",2000-01-01,2015-01-01,Annual,A,Number,Number,Not Seasonally Adjusted,NSA,2021-04-06 12:31:44-05,1,1,"Utility patents are patents for invention. Patent origin is determined by the residence of the first-named inventor.

See Explanation of Data (https://www.uspto.gov/web/offices/ac/ido/oeip/taf/cls_cbsa/explan_cls_cbsa.htm) and Types of Patent Applications and Proceedings (https://www.uspto.gov/patents/basics/types-patent-applications/design-patent-application-guide) for more information.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PCRGMP16980,2021-12-07,2021-12-07,"Total Per Capita Real Gross Domestic Product for Chicago-Naperville-Elgin, IL-IN-WI (MSA) (DISCONTINUED)",2001-01-01,2017-01-01,Annual,A,Chained 2009 Dollars,Chn. 2009 $,Not Seasonally Adjusted,NSA,2018-09-18 08:31:05-05,5,5,"The All industry total includes all Private industries and Government.

Real GDP by metropolitan area is an inflation-adjusted measure of each metropolitan area's gross product that is based on national prices for the goods and services produced within the metropolitan area. Gross Domestic Product of a given area divided by the resident population of the area.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PENLISCOU16980,2021-12-07,2021-12-07,"Housing Inventory: Pending Listing Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:25:45-06,1,1,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PENLISCOUMM16980,2021-12-07,2021-12-07,"Housing Inventory: Pending Listing Count Month-Over-Month in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:24:27-06,1,1,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PENLISCOUYY16980,2021-12-07,2021-12-07,"Housing Inventory: Pending Listing Count Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:26:30-06,1,1,"The count of pending listings in a given market during the specified month, if a pending definition is available for that geography.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PRIINCCOU16980,2021-12-07,2021-12-07,"Housing Inventory: Price Increased Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-07 17:05:38-06,1,1,The count of listings which have had their price increased in a given market during the month.,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PRIINCCOUMM16980,2021-12-07,2021-12-07,"Housing Inventory: Price Increased Count Month-Over-Month in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:04:33-06,1,1,The count of listings which have had their price increased in a given market during the month.,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PRIINCCOUYY16980,2021-12-07,2021-12-07,"Housing Inventory: Price Increased Count Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:03:50-06,1,1,The count of listings which have had their price increased in a given market during the month.,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PRIREDCOU16980,2021-12-07,2021-12-07,"Housing Inventory: Price Reduced Count in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 18:25:14-06,1,1,The count of listings which have had their price reduced in a given market during the month.,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PRIREDCOUMM16980,2021-12-07,2021-12-07,"Housing Inventory: Price Reduced Count Month-Over-Month in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 16:58:24-06,1,1,The count of listings which have had their price reduced in a given market during the month.,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
PRIREDCOUYY16980,2021-12-07,2021-12-07,"Housing Inventory: Price Reduced Count Year-Over-Year in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 16:56:18-06,1,1,The count of listings which have had their price reduced in a given market during the month.,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
QGMP16980,2021-12-07,2021-12-07,"Total Quantity Indexes for Real GDP for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2001-01-01,2019-01-01,Annual,A,Index 2009=100,Index 2009=100,Not Seasonally Adjusted,NSA,2020-12-09 08:53:50-06,1,1,"The All industry total includes all Private industries and Government.

A chained-type index is based on the linking (chaining) of indexes to create a time series. Annual chained-type Fisher indices are used in BEA's national income and product accounts (NIPAs) whereby Fisher ideal price indices are calculated using the weights of adjacent years. Those annual changes are then multiplied (chained) together, forming the chained-type index time series. Chain-type indexes or chain-dollar estimates are used when you want to show how output or spending has changed over time. The percent changes in quantity indexes exactly match the percent changes in chained dollars, so they can be used interchangeably for making comparisons. Real estimates remove the effects of price changes, which can obscure changes in output or spending in current dollars.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
RGMP16980,2021-12-07,2021-12-07,"Total Real Gross Domestic Product for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2001-01-01,2019-01-01,Annual,A,Millions of Chained 2012 Dollars,Mil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,2020-12-09 08:38:11-06,20,20,"The All industry total includes all Private industries and Government.

Real GDP by metropolitan area is an inflation-adjusted measure of each metropolitan area's gross product that is based on national prices for the goods and services produced within the metropolitan area.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
ROACHI,2021-12-07,2021-12-07,"Return on Average Assets for Commercial Banks with Assets under $5B in Chicago-Naperville-Elgin, IL-IN-WI (MSA) (DISCONTINUED)",1989-01-01,2020-07-01,"Quarterly, End of Quarter",Q,Percent,%,Not Seasonally Adjusted,NSA,2020-12-10 14:44:50-06,1,1,"This series is discontinued and will no longer be updated. Additional consolidated data is available on the FDIC's Bank Data and Statistics (https://www.fdic.gov/bank/statistical/).

This series is a ratio of Net Income call item RIAD4340 to Quarterly Average of Total Assets call item RCFD3368.

The asset class is determined by using Total Assets call item RCFD2170 less than or equal to $5B. Geographic location is determined by Abbreviated State Name call item RSSD9200 and County Code call item RSSD9150, which is mapped to the proper Core Based Statistical Area (CBSA) defined by the Office of Management and Budget (OMB).

Data are annualized.

Users are advised to use the Federal Reserve Board of Governors' data dictionary (https://www.federalreserve.gov/apps/mdrm/data-dictionary) to retrieve detailed information for specific call items.

This series is calculated by the Federal Reserve Bank of St. Louis using raw data that are collected by the FFIEC. Raw data can be found at https://cdr.ffiec.gov/public/.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
RPI16980,2021-12-07,2021-12-07,"Real Personal Income for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2008-01-01,2019-01-01,Annual,A,Thousands of Chained 2012 Dollars,Thous. of Chn. 2012 $,Not Seasonally Adjusted,NSA,2020-12-15 13:41:42-06,1,1,"Real personal income is personal income at RPPs divided by the national PCE price index. It is estimated for states, state metro/nonmetro portions, metropolitan statistical areas, and the combined nonmetropolitan portion of the United States.

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
RPIPC16980,2021-12-07,2021-12-07,"Real Per Capita Personal Income for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2008-01-01,2019-01-01,Annual,A,Chained 2012 Dollars,Chn. 2012 $,Not Seasonally Adjusted,NSA,2020-12-15 07:42:24-06,4,4,"Real per capita personal income is the real personal income divided by midyear population. Real personal income is personal income at RPPs divided by the national PCE price index. It is estimated for states, state metro/nonmetro portions, metropolitan statistical areas, and the combined nonmetropolitan portion of the United States.

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
RPPALL16980,2021-12-07,2021-12-07,"Regional Price Parities: All Items for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2008-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-12-15 07:46:21-06,2,2,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

The term ""all items"" refers to all the detailed consumption goods and services used in the estimation of the RPPs. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
RPPGOOD16980,2021-12-07,2021-12-07,"Regional Price Parities: Goods for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2008-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-12-15 07:44:37-06,1,1,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

Goods refer to durable and nondurable consumption goods used in the estimation of the RPPs. Goods categories include apparel, education, food, housing, medical, recreation, transportation, and other goods. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
RPPSERVEOTH16980,2021-12-07,2021-12-07,"Regional Price Parities: Services: Other for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2008-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-12-15 07:44:08-06,1,1,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

Other services refer to services consumption products, except rents, that are used in the estimation of the RPPs. Other services categories include education, food, housing, medical, recreation, transportation, and other services. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
RPPSERVERENT16980,2021-12-07,2021-12-07,"Regional Price Parities: Services: Rents for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2008-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-12-15 07:46:42-06,1,1,"Regional price parities (RPPs) are regional price levels expressed as a percentage of the overall national price level for a given year. The price levels are determined by the average prices paid by consumers for the mix of goods and services consumed in each region. Taking the ratio of RPPs shows the difference in price levels across regions.

Rents RPPs are estimated only for observed tenants' rents and do not include imputed owner-occupied rent values. 

For more information about this release go to http://www.bea.gov/newsreleases/regional/rpp/rpp_newsrelease.htm or http://www.bea.gov/regional/methods.cfm.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMS17169800000000026,2021-12-07,2021-12-07,"All Employees: Total Nonfarm in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-04-01,2021-10-01,Monthly,M,"3-Month Average Change, Thousands of Persons","3-Month Average Chg., Thous. of Persons",Seasonally Adjusted,SA,2021-11-19 15:45:41-06,1,14,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800000000001A,2021-12-07,2021-12-07,"All Employees: Total Nonfarm in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 14:55:07-05,3,14,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000001,2021-12-07,2021-12-07,"All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:52-06,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000001A,2021-12-07,2021-12-07,"All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:38:18-05,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000001SA,2021-12-07,2021-12-07,"All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:34:09-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU17169800500000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000002,2021-12-07,2021-12-07,"Average Weekly Hours of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-11-19 15:24:52-06,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000002A,2021-12-07,2021-12-07,"Average Weekly Hours of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2020-01-01,Annual,A,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:38:18-05,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000002SA,2021-12-07,2021-12-07,"Average Weekly Hours of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Seasonally Adjusted,SA,2021-11-19 16:34:09-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU17169800500000002).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000003,2021-12-07,2021-12-07,"Average Hourly Earnings of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-11-19 15:24:52-06,1,3,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000003A,2021-12-07,2021-12-07,"Average Hourly Earnings of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2020-01-01,Annual,A,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-03-15 17:38:18-05,1,3,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000003SA,2021-12-07,2021-12-07,"Average Hourly Earnings of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2021-11-19 15:09:03-06,3,3,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU17169800500000003).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000011,2021-12-07,2021-12-07,"Average Weekly Earnings of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-11-19 15:24:51-06,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000011A,2021-12-07,2021-12-07,"Average Weekly Earnings of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2020-01-01,Annual,A,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:52:43-05,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800500000011SA,2021-12-07,2021-12-07,"Average Weekly Earnings of All Employees: Total Private in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2011-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Seasonally Adjusted,SA,2021-11-19 16:34:09-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU17169800500000011).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800600000001,2021-12-07,2021-12-07,"All Employees: Goods Producing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:51-06,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800600000001A,2021-12-07,2021-12-07,"All Employees: Goods Producing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:38:18-05,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800600000001SA,2021-12-07,2021-12-07,"All Employees: Goods Producing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:34:09-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU17169800600000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800700000001,2021-12-07,2021-12-07,"All Employees: Service-Providing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:51-06,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800700000001A,2021-12-07,2021-12-07,"All Employees: Service-Providing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:38:17-05,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800700000001SA,2021-12-07,2021-12-07,"All Employees: Service-Providing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:34:09-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU17169800700000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800800000001,2021-12-07,2021-12-07,"All Employees: Private Service Providing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:51-06,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800800000001A,2021-12-07,2021-12-07,"All Employees: Private Service Providing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:38:17-05,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169800800000001SA,2021-12-07,2021-12-07,"All Employees: Private Service Providing in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:34:08-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU17169800800000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169801000000001,2021-12-07,2021-12-07,"All Employees: Mining and Logging in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2004-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:51-06,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
SMU17169801000000001A,2021-12-07,2021-12-07,"All Employees: Mining and Logging in Chicago-Naperville-Elgin, IL-IN-WI (MSA)",2004-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:38:17-05,1,1,,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,IL
