date,All Employees: Health Care: Ambulatory Health Care Services,state,msa,city,title,id,frequency,seasonal_adjustment
1994-03-01,162.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-04-01,161.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-05-01,161.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-06-01,161.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-07-01,162.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-08-01,163.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-09-01,163.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-10-01,162.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-11-01,163.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1994-12-01,163.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-01-01,163.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-02-01,163.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-03-01,164.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-04-01,165.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-05-01,165.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-06-01,165.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-07-01,166.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-08-01,166.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-09-01,166.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-10-01,167.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-11-01,168.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1995-12-01,168.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-01-01,169.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-02-01,170,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-03-01,170.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-04-01,170,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-05-01,170.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-06-01,170.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-07-01,170.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-08-01,170.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-09-01,170.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-10-01,168.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-11-01,169.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1996-12-01,169.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-01-01,171.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-02-01,171.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-03-01,171.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-04-01,171.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-05-01,171.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-06-01,171.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-07-01,171.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-08-01,172,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-09-01,170.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-10-01,173.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-11-01,172.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1997-12-01,171.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-01-01,171.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-02-01,171.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-03-01,171.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-04-01,171.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-05-01,172.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-06-01,172.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-07-01,172.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-08-01,171,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-09-01,170.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-10-01,170.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-11-01,170.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1998-12-01,171,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-01-01,171.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-02-01,172.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-03-01,171.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-04-01,172.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-05-01,171.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-06-01,172.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-07-01,172.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-08-01,172.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-09-01,172.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-10-01,172.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-11-01,172.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
1999-12-01,173.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-01-01,173.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-02-01,174.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-03-01,175.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-04-01,174.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-05-01,174.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-06-01,175.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-07-01,176.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-08-01,177.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-09-01,177.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-10-01,177.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-11-01,177.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2000-12-01,178.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-01-01,174.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-02-01,176,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-03-01,176.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-04-01,177.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-05-01,177.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-06-01,179,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-07-01,180.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-08-01,181.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-09-01,182.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-10-01,184.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-11-01,185.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2001-12-01,186.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-01-01,187.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-02-01,187.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-03-01,187.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-04-01,189.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-05-01,190.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-06-01,191.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-07-01,190.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-08-01,192.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-09-01,193.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
2002-10-01,193.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Ambulatory Health Care Services in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562100001SA,Monthly,Seasonally Adjusted
