date,All Employees: Health Care: Hospitals,state,msa,city,title,id,frequency,seasonal_adjustment
1996-01-01,5.0,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
1997-01-01,5.3,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
1998-01-01,5.6,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
1999-01-01,5.8,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2000-01-01,6.0,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2001-01-01,6.3,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2002-01-01,7.0,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2003-01-01,7.6,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2004-01-01,7.9,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2005-01-01,7.9,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2006-01-01,7.8,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2007-01-01,7.7,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2008-01-01,7.6,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2009-01-01,7.8,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2010-01-01,7.9,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2011-01-01,7.9,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2012-01-01,8.0,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2013-01-01,8.1,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2014-01-01,8.2,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2015-01-01,8.3,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2016-01-01,8.7,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2017-01-01,8.7,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2018-01-01,8.8,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2019-01-01,8.7,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
2020-01-01,8.8,NE,"Lincoln, NE",Lincoln,"All Employees: Health Care: Hospitals in Lincoln, NE (MSA)",SMU31307006562200001A,Annual,Not Seasonally Adjusted
1990-01-01,124.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-02-01,124.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-03-01,124.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-04-01,125.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-05-01,124.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-06-01,124.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-07-01,125,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-08-01,124,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-09-01,124.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-10-01,124.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-11-01,124.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-12-01,124,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-01-01,123.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-02-01,123.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-03-01,123.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-04-01,124.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-05-01,124.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-06-01,124.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-07-01,121.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-08-01,121.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-09-01,121.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-10-01,125.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-11-01,125.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1991-12-01,125.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-01-01,124.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-02-01,124.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-03-01,125.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-04-01,125,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-05-01,124.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-06-01,124.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-07-01,124.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-08-01,124.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-09-01,123.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-10-01,122.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-11-01,122.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1992-12-01,122,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-01-01,124.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-02-01,123.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-03-01,122.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-04-01,120.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-05-01,120.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-06-01,120.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-07-01,126.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-08-01,125.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-09-01,125.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-10-01,124.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-11-01,124.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1993-12-01,125,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-01-01,124,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-02-01,124.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-03-01,124.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-04-01,122.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-05-01,122.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-06-01,122.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-07-01,122.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-08-01,122.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-09-01,122.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-10-01,123.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-11-01,122.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1994-12-01,122.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-01-01,118.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-02-01,118.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-03-01,117.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-04-01,120,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-05-01,119.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-06-01,119.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-07-01,118.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-08-01,117.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-09-01,117.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-10-01,117.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-11-01,117.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1995-12-01,117.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-01-01,122.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-02-01,122.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-03-01,124.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-04-01,126.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-05-01,124.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-06-01,123.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-07-01,124.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-08-01,124.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-09-01,124,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-10-01,125.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-11-01,126,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1996-12-01,126.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-01-01,122.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-02-01,123.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-03-01,122.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-04-01,123.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-05-01,122.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-06-01,123.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-07-01,123.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1997-08-01,123.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
