date,"All Employees: Trade, Transportation, and Utilities",state,msa,city,title,id,frequency,seasonal_adjustment
1996-05-01,15.0673050691277,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1996-06-01,15.352446507239002,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1996-07-01,15.575909305288802,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1996-08-01,15.608802207567502,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1996-09-01,15.7787286240746,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1996-10-01,15.828842709314499,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1996-11-01,15.869096970253198,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1996-12-01,15.962521341231,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-01-01,15.8479331295992,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-02-01,15.7733263568559,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-03-01,15.843848074395499,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-04-01,15.953920618715,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-05-01,15.985326993485902,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-06-01,15.9703686417491,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-07-01,15.6098477660486,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-08-01,15.6190450142191,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-09-01,15.6962247068292,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-10-01,16.038158507623198,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-11-01,15.752213475415001,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1997-12-01,15.8231715932503,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-01-01,15.8095013344068,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-02-01,15.871663887148301,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-03-01,15.84064903521,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-04-01,15.8219492295894,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-05-01,15.7967214793395,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-06-01,15.908007353559,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-07-01,15.9433048872248,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-08-01,16.124205747023197,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-09-01,16.1311910573837,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-10-01,16.3514004056641,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-11-01,16.1133654093395,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1998-12-01,16.2026896449495,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-01-01,15.8586909060037,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-02-01,16.070923289198998,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-03-01,16.3496981385121,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-04-01,15.8862885852101,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-05-01,15.900085023982802,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-06-01,15.840642525738499,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-07-01,16.0724094053192,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-08-01,16.1410247941722,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-09-01,16.1784008368722,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-10-01,16.0606601062401,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-11-01,16.1863092244846,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
1999-12-01,16.1956361201892,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-01-01,16.411854460299303,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-02-01,16.577768906326803,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-03-01,16.7536697635928,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-04-01,16.8655702093027,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-05-01,17.088848541854,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-06-01,16.8445018832485,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-07-01,16.7774049615331,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-08-01,16.846897420351,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-09-01,16.8294538464218,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-10-01,16.8912612543295,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-11-01,17.0653228289483,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2000-12-01,16.9795662236587,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-01-01,17.079760200020498,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-02-01,16.9785028152241,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-03-01,16.9522925254483,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-04-01,16.7308697300508,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-05-01,16.9630082056029,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-06-01,17.1547541577883,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-07-01,17.1699428831273,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-08-01,17.270967103431097,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-09-01,17.294114375012,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-10-01,17.419817558319398,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-11-01,17.466550921054,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2001-12-01,17.5514072889741,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-01-01,17.0445155299717,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-02-01,17.1719639680844,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-03-01,17.153123740816902,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-04-01,17.2085215378244,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-05-01,17.1257976963521,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-06-01,17.056946698346902,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-07-01,17.1645683442082,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-08-01,17.110723135494002,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-09-01,17.2593570183334,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-10-01,17.2325505882859,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-11-01,17.1773838733048,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2002-12-01,17.3382466912574,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-01-01,17.431230927979698,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-02-01,17.4542462122772,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-03-01,17.5467610772341,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-04-01,17.599700393741198,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-05-01,17.797089542026,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-06-01,17.9452073801685,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-07-01,17.9436530526153,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-08-01,18.1283540266512,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-09-01,18.2138658389381,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-10-01,18.3562654164845,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-11-01,18.5952509542997,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2003-12-01,18.778280069582102,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-01-01,18.9432718903163,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-02-01,19.1666323025601,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-03-01,19.255424861412898,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-04-01,19.513468734038803,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-05-01,19.4749443146516,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-06-01,19.4320847414115,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-07-01,19.508083280816,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-08-01,19.3199210628018,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-09-01,19.145177859485802,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-10-01,18.9724610493353,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-11-01,19.1038974365914,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2004-12-01,19.343493701194,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-01-01,19.1655057622709,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-02-01,19.1469362778421,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-03-01,19.135105298496,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-04-01,19.1397396010795,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-05-01,19.1694717646302,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-06-01,19.056838591629898,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-07-01,19.001670661688102,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-08-01,19.005292024936303,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-09-01,19.041581998852998,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-10-01,19.280012322395603,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-11-01,19.198797662748397,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2005-12-01,18.9326744111825,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
2006-01-01,19.102735315219103,FL,"Crestview-Fort Walton Beach-Destin, FL",Crestview,"All Employees: Trade, Transportation, and Utilities in Crestview-Fort Walton Beach-Destin, FL (MSA)",FORT012TRAD,Monthly,Seasonally Adjusted
