id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state
SMU13120606561000001A,2021-12-11,2021-12-11,"All Employees: Educational Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:36-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606561000001SA,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Educational Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:03-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120606561000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562000001,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Health Care and Social Assistance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:15-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562000001A,2021-12-11,2021-12-11,"All Employees: Health Care and Social Assistance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:52:54-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562000001SA,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Health Care and Social Assistance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:03-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120606562000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562100001,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Ambulatory Health Care Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:15-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562100001A,2021-12-11,2021-12-11,"All Employees: Health Care: Ambulatory Health Care Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:52:54-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562100001SA,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Ambulatory Health Care Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:03-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120606562100001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562200001,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Hospitals in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562200001A,2021-12-11,2021-12-11,"All Employees: Health Care: Hospitals in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:36-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562200001SA,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Hospitals in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:02-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120606562200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562400001,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Social Assistance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562400001A,2021-12-11,2021-12-11,"All Employees: Social Assistance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:36-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120606562400001SA,2021-12-11,2021-12-11,"All Employees: Education and Health Services: Social Assistance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:02-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120606562400001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607000000001A,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:36-05,1,4,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607071000001,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607071000001A,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:36-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607071000001SA,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:02-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120607071000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072000001,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Accommodation and Food Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072000001A,2021-12-11,2021-12-11,"All Employees: Accommodation and Food Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072000001SA,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Accommodation and Food Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:01-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120607072000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072100001,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Accommodation in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072100001A,2021-12-11,2021-12-11,"All Employees: Accommodation in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072100001SA,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Accommodation in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:01-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120607072100001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072200001,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Food Services and Drinking Places in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072200001A,2021-12-11,2021-12-11,"All Employees: Food Services and Drinking Places in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120607072200001SA,2021-12-11,2021-12-11,"All Employees: Leisure and Hospitality: Food Services and Drinking Places in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:01-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120607072200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120608000000001A,2021-12-11,2021-12-11,"All Employees: Other Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120608081100001,2021-12-11,2021-12-11,"All Employees: Other Services: Repair and Maintenance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120608081100001A,2021-12-11,2021-12-11,"All Employees: Repair and Maintenance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120608081100001SA,2021-12-11,2021-12-11,"All Employees: Other Services: Repair and Maintenance in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:00-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120608081100001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120608081200001,2021-12-11,2021-12-11,"All Employees: Other Services: Personal and Laundry Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:14-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120608081200001A,2021-12-11,2021-12-11,"All Employees: Personal and Laundry Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120608081200001SA,2021-12-11,2021-12-11,"All Employees: Other Services: Personal and Laundry Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:00-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120608081200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609000000001A,2021-12-11,2021-12-11,"All Employees: Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,3,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609091000001,2021-12-11,2021-12-11,"All Employees: Government: Federal Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:13-06,1,2,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609091000001A,2021-12-11,2021-12-11,"All Employees: Federal Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609091000001SA,2021-12-11,2021-12-11,"All Employees: Government: Federal Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:00-06,2,2,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120609091000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609092000001,2021-12-11,2021-12-11,"All Employees: Government: State Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:13-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609092000001A,2021-12-11,2021-12-11,"All Employees: State Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,2,2,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609092000001SA,2021-12-11,2021-12-11,"All Employees: Government: State Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:00-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120609092000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609093000001,2021-12-11,2021-12-11,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:27:13-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609093000001A,2021-12-11,2021-12-11,"All Employees: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:39:35-05,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
SMU13120609093000001SA,2021-12-11,2021-12-11,"All Employees: Government: Local Government in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:38:00-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU13120609093000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
